ID,Titolo,Generi,Punteggio_Utente,Stato_Utente,Punteggio_Medio,Rank,Popolarita
3,20th Century Boys,"Award Winning, Drama, Historical, Mystery, Psychological, Sci-Fi, Seinen",9,completed,8.94,17,24
743,21st Century Boys,"Award Winning, Drama, Mystery, Psychological, Sci-Fi, Seinen",0,completed,8.43,200,143
1224,3-gatsu no Lion,"Award Winning, Childcare, Drama, Iyashikei, Seinen, Slice of Life, Strategy Game",6,on_hold,8.85,28,225
147337,"66,666 Years: Advent of the Dark Mage","Fantasy, Reincarnation",4,dropped,7.31,4781,1431
134678,A Business Proposal,"Adult Cast, Comedy, Drama, Romance, Workplace",5,completed,7.94,892,1888
148457,A Dance of Swords in the Night,"Action, Fantasy, Martial Arts",5,dropped,7.07,8053,4986
41723,A Fairytale for the Demon Lord,"Action, Adventure, Fantasy, Romance",0,plan_to_read,7.09,7784,2086
158496,A Modern Man Who Got Transmigrated Into the Murim World,"Action, Fantasy, Isekai, Martial Arts, Reincarnation",0,plan_to_read,6.96,9693,7704
132247,A Returner's Magic Should Be Special,"Action, Fantasy, School, Time Travel",6,completed,7.59,2427,344
50027,About Death,"Psychological, Slice of Life, Supernatural",8,completed,8.05,673,1395
172750,Absolute Regression,"Action, Fantasy, Martial Arts, Time Travel",4,reading,7.67,1948,5866
149880,Absolute Sword Sense,"Action, Fantasy, Martial Arts, Time Travel",4,dropped,7.52,2882,3523
143991,After God,"Action, Fantasy",0,plan_to_read,7.57,2530,1300
147448,After School Lessons for Unripe Apples,"Romance, School",6,dropped,8.56,118,2890
150210,After Ten Millennia in Hell,"Action, Fantasy",5,dropped,7.53,2779,908
103939,Aharen-san wa Hakarenai,"Comedy, Love Status Quo, Romance, School, Shounen",3,dropped,7.57,2541,531
147014,Aisha,"Drama, Mystery, Psychological, Suspense",0,plan_to_read,7.7,1799,16905
49865,Ajin,"Action, Gore, Horror, Mystery, Seinen, Supernatural",7,completed,8,781,85
1218,Akagi: Yami ni Oritatta Tensai,"Action, Adult Cast, Drama, Organized Crime, Psychological, Strategy Game",0,plan_to_read,8.19,462,1528
21525,Akatsuki no Yona,"Adventure, Fantasy, Romance, Shoujo",0,plan_to_read,8.82,35,86
664,Akira,"Action, Award Winning, Gore, Sci-Fi, Seinen",0,plan_to_read,8.66,69,94
24705,Aku no Hana,"Drama, Psychological, Romance, School, Shounen",0,plan_to_read,8.2,446,66
1101,Akumetsu,"Action, Detective, Drama, Psychological, Shounen, Suspense",8,completed,8.11,583,238
125325,Akuyaku Reijou Tensei Ojisan,"Comedy, Fantasy, School, Seinen, Villainess",3,dropped,7.18,6489,4622
62887,All You Need Is Kill,"Action, Military, Sci-Fi, Seinen, Time Travel",7,completed,7.75,1575,93
63535,Amaama to Inazuma,"Childcare, Comedy, Gourmet, Iyashikei, Seinen, Slice of Life",5,completed,8.13,556,735
143336,Among Us,"Comedy, Kids, Sci-Fi, Space",6,completed,6.97,9658,3508
128953,Ankoku Kishi no Ore desu ga Saikyou no Paladin wo Mezashimasu,"Action, Fantasy, School",2,dropped,6.29,18724,8022
30079,Annarasumanara,"Drama, Mystery, Psychological, Romance, School, Seinen",9,completed,8.28,336,235
296,Anne Freaks,"Horror, Mystery, Psychological",5,completed,6.62,15068,3075
102256,Ao Ashi,"Award Winning, Seinen, Sports, Team Sports",0,plan_to_read,8.61,99,507
13492,Ao no Exorcist,"Action, Mythology, School, Shounen, Supernatural",0,plan_to_read,7.87,1116,76
135545,Ao no Hako,"Romance, School, Shounen, Sports, Team Sports",0,plan_to_read,8.29,322,188
14154,Arakawa Under the Bridge,"Comedy, Romance, Seinen",4,completed,7.82,1284,1090
96528,Arifureta Shokugyou de Sekai Saikyou,"Action, Adventure, Fantasy, Harem, Isekai",4,dropped,7.18,6410,319
1303,Ashita no Joe,"Combat Sports, Drama, Shounen, Slice of Life, Sports",0,plan_to_read,8.93,18,289
131084,Assassin's Creed Valhalla x Vinland Saga,"Action, Historical, Seinen",4,completed,5.86,20238,6640
153965,Auto Hunting With My Clones,"Action, Fantasy",6,dropped,7.18,6531,3562
141583,Ayashimon,"Action, Organized Crime, Shounen, Supernatural",5,completed,6.57,15840,544
93350,Ayeshah's Secret,Drama,7,completed,7.24,5658,2606
85,Azumanga Daioh,"CGDCT, Comedy, School, Slice of Life",3,dropped,8.37,240,306
72299,Baki-dou,"Action, Gore, Martial Arts, Shounen",0,plan_to_read,7.63,2198,1075
115749,Baki-dou,"Action, Martial Arts, Shounen",0,plan_to_read,7.29,5036,1826
5157,Baki: New Grappler Baki,"Action, Combat Sports, Gore, Martial Arts, Shounen",0,plan_to_read,7.82,1280,724
9711,Bakuman.,"Comedy, Drama, Otaku Culture, Romance, Shounen",0,plan_to_read,8.37,244,57
756,Banana Fish,"Action, Adventure, Delinquents, Drama, Organized Crime, Psychological, Shoujo, Suspense",0,plan_to_read,8.6,101,276
13568,Barairo no Kaibutsu,"Horror, Psychological, Seinen",5,completed,6.53,16376,11043
17051,Barakamon,"Childcare, Comedy, Iyashikei, Shounen, Slice of Life, Visual Arts",4,dropped,8.43,201,421
111213,Bastard,"Drama, Gore, Horror, Mystery, Psychological, Romance",8,completed,8.47,170,87
103701,Beastars,"Anthropomorphic, Award Winning, Drama, Psychological, Shounen, Slice of Life",9,completed,8.23,391,121
10010,Beelzebub,"Action, Childcare, Comedy, Delinquents, Mythology, School, Shounen, Supernatural",0,plan_to_read,8.12,566,119
2,Berserk,"Action, Adventure, Award Winning, Drama, Fantasy, Gore, Horror, Military, Psychological, Seinen",10,dropped,9.47,1,1
92299,Berserk: Shinen no Kami 2,Seinen,0,completed,8.49,153,1017
147662,Best Teacher Baek,"Action, Fantasy, Martial Arts, Reincarnation",7,reading,7.6,2323,4200
113835,Biao Ren,"Action, Drama, Historical",8,reading,7.68,1894,6029
11054,Billy Bat,"Detective, Drama, Historical, Mystery, Psychological, Seinen, Supernatural",0,plan_to_read,8.55,126,218
168969,Black and White Martial Emperor,"Action, Fantasy, Martial Arts",3,dropped,6.84,11772,16391
86337,Black Clover,"Action, Fantasy, Shounen",0,plan_to_read,7.85,1177,34
735,Black Lagoon,"Action, Adult Cast, Drama, Military, Organized Crime, Seinen",0,plan_to_read,8.29,327,301
149,Blame!,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",6,completed,8.29,326,70
12,Bleach,"Action, Adventure, Award Winning, Shounen, Supernatural",0,plan_to_read,7.89,1047,15
85719,Blue Giant,"Award Winning, Music, Seinen",7,completed,8.49,158,790
100922,Blue Giant Supreme,"Music, Seinen",0,plan_to_read,8.32,296,4037
1479,Blue Heaven,"Action, Psychological, Seinen",5,completed,6.71,13835,1529
114745,Blue Lock,"Award Winning, Shounen, Sports, Team Sports",7,reading,8.47,172,44
107931,Blue Period,"Award Winning, Drama, School, Seinen, Visual Arts",8,reading,8.61,100,97
2109,Bokkou,"Action, Award Winning, Drama, Historical, Seinen",5,completed,7.69,1817,3708
75989,Boku no Hero Academia,"Action, School, Shounen, Super Power",4,completed,7.96,847,11
112807,Boku no Kokoro no Yabai Yatsu,"Comedy, Romance, School, Shounen",0,plan_to_read,8.25,377,294
153950,Boku to Jinginaki Ojisan,"Comedy, Shounen",4,completed,6.99,9336,13144
94919,Bokutachi ga Yarimashita,"Drama, Seinen",0,plan_to_read,7.95,865,686
175296,Bones,"Action, Fantasy, Urban Fantasy",2,dropped,5.89,20187,7716
148617,Book Eater,"Action, Adventure, Fantasy, School",5,dropped,7.09,7705,4213
119533,"Boukensha License wo Hakudatsu sareta Ossan dakedo, Manamusume ga Dekita node Nonbiri Jinsei wo Ouka suru","Action, Adventure, Fantasy",6,on_hold,7.07,8014,2440
115194,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,"Action, Adventure, Fantasy",6,on_hold,7.36,4243,1886
130977,Build King,"Action, Adventure, Fantasy, Shounen",2,completed,4.87,20668,6862
23419,Byousoku 5 Centimeter,"Drama, Romance, Seinen",6,completed,7.9,1018,575
103444,Candy & Cigarettes,"Action, Seinen",5,completed,7.35,4425,1166
116778,Chainsaw Man,"Action, Award Winning, Fantasy, Gore, Shounen, Urban Fantasy",8,on_hold,8.69,65,3
104271,Chi no Wadachi,"Drama, Psychological, Seinen, Suspense",0,plan_to_read,8.01,769,115
76813,Chichi to Ko,"Childcare, Comedy, Shounen, Slice of Life",0,plan_to_read,7.69,1809,5902
148428,Child of the Sheath,"Action, Adventure, Fantasy",5,dropped,7.65,2038,8239
131403,Choujin X,"Action, Seinen, Supernatural",0,plan_to_read,7.46,3336,297
157591,Chronicles of the Demon Faction,"Action, Fantasy, Martial Arts, Reincarnation",4,dropped,7.46,3366,4196
177080,Chronicles of the Reincarnated Demon God,"Action, Fantasy, Martial Arts, Reincarnation",5,dropped,6.78,12695,13215
583,Claymore,"Action, Adventure, Fantasy, Gore, Horror, Shounen",0,plan_to_read,8.28,343,35
36595,Cocoon,"Drama, Historical, Josei",6,completed,7.41,3775,4741
5651,Crows,"Action, Delinquents, School, Shounen",0,plan_to_read,8.21,438,675
127084,Cuprum no Hanayome,"Comedy, Romance, Seinen",4,dropped,7.42,3675,3101
24,D.Gray-man,"Action, Adventure, Fantasy, Shounen, Urban Fantasy",0,plan_to_read,8.28,340,72
118858,Dai Dark,"Comedy, Horror, Sci-Fi, Shounen",9,on_hold,7.82,1298,437
158565,Damedol to Sekai ni Hitori dake no Fan,"Comedy, Idols (Female), Romance",4,dropped,7.5,3039,1863
135496,Dandadan,"Action, Comedy, Shounen, Supernatural",8,on_hold,8.45,189,52
130755,Darwin Jihen,"Award Winning, Sci-Fi, Seinen",0,plan_to_read,7.34,4483,4754
70801,Dead Dead Demons Dededede Destruction,"Award Winning, Drama, School, Sci-Fi, Seinen",6,completed,8.2,449,200
110301,Dead Mount Death Play,"Action, Fantasy, Reincarnation, Seinen, Urban Fantasy",3,dropped,7.53,2810,1144
21,Death Note,"Psychological, Shounen, Supernatural, Suspense",7,completed,8.69,62,14
149465,Demon Devourer,"Action, Fantasy",5,dropped,7.23,5743,2319
147847,Descended from Divinity,"Action, Fantasy, Reincarnation",4,dropped,7.78,1432,1965
148070,Descent of the Demon Master,"Action, Fantasy, Martial Arts, Reincarnation",6,on_hold,6.61,15191,3547
150998,Designated Bully,"Action, Delinquents, School",3,dropped,7.25,5589,3105
1474,Devilman,"Action, Adventure, Drama, Fantasy, Horror, Mythology, Psychological, Sci-Fi, Shounen, Super Power, Supernatural",5,completed,8.03,706,299
148456,Disciple of the Holy Sword,"Action, Adventure, Fantasy",5,on_hold,7.15,6851,2980
82947,Distant Sky,"Action, Drama, Horror, Mystery, Survival",7,completed,7.74,1580,2429
111767,Do Chokkyuu Kareshi x Kanojo,"Comedy, Romance, School, Shounen",3,dropped,7.5,3021,561
151060,"Doctor, Live Again","Action, Fantasy, Isekai, Martial Arts, Medical, Reincarnation",6,on_hold,7.26,5451,3129
147172,Doom Breaker,"Action, Fantasy, Time Travel",6,on_hold,7.94,902,681
1133,Dorohedoro,"Action, Comedy, Fantasy, Gore, Horror, Seinen",10,completed,8.68,67,47
156024,"Doumo, Yuusha no Chichi desu. Kono Tabi wa Gusoku ga Gomeiwaku wo Kakete, Moushiwake Arimasen.","Action, Adventure, Comedy, Fantasy",3,completed,5.69,20421,14354
40345,Dr. Frost,"Drama, Medical, Psychological",4,dropped,7.96,858,1641
103897,Dr. Stone,"Adventure, Award Winning, Sci-Fi, Shounen, Survival, Suspense",0,plan_to_read,8.2,451,40
146618,Drawing: Saikyou Mangaka wa Oekaki Skill de Isekai Musou suru!,"Adventure, Fantasy, Isekai, Reincarnation",2,dropped,6.67,14364,3857
85781,Dungeon Meshi,"Award Winning, Comedy, Fantasy, Gourmet, Seinen",0,plan_to_read,8.77,46,158
152405,Dungeon Odyssey,"Action, Fantasy",4,dropped,7.76,1491,2179
147438,Dungeon Reset,"Action, Adventure, Fantasy",5,dropped,6.93,10216,1920
147171,Eleceed,"Action, Super Power",7,reading,8.54,129,570
10970,Emerging,"Drama, Gore, Horror, Medical, Psychological, Seinen",4,completed,6.69,14059,1862
150204,Ending Maker,"Action, Fantasy, Isekai, Romance",6,on_hold,7.82,1306,2864
43,Eyeshield 21,"Shounen, Sports, Team Sports",0,plan_to_read,8.46,177,207
43913,Feng Shen Ji,"Action, Fantasy, Historical, Martial Arts, Supernatural",8,completed,8.15,514,696
147463,FFF-Class Trashero,"Action, Adventure, Fantasy, Isekai, Time Travel",3,dropped,7.19,6367,1482
118805,Fight Class 3,"Action, Martial Arts, School",5,dropped,7.65,2031,4147
98270,Fire Punch,"Action, Gore, Mystery, Shounen, Supernatural",4,dropped,7.92,941,41
150088,Fist Demon of Mount Hua,"Action, Adventure, Fantasy, Martial Arts",4,dropped,7.03,8600,8249
25,Fullmetal Alchemist,"Action, Adventure, Award Winning, Drama, Fantasy, Military, Shounen",0,plan_to_read,9.04,10,20
102343,Fumetsu no Anata e,"Adventure, Award Winning, Drama, Shounen, Supernatural",8,on_hold,8.28,352,136
112694,Fushigi Neko no Kyuu-chan,"Comedy, Pets, Slice of Life",6,completed,8.17,482,2656
103694,Gal Gohan,"Comedy, Gourmet, Love Status Quo, Romance, School, Seinen",3,dropped,7.43,3600,416
24903,Gangsta.,"Action, Adult Cast, Drama, Organized Crime, Seinen",0,plan_to_read,8.05,670,234
564,Gantz,"Action, Drama, Gore, Horror, Psychological, Sci-Fi, Seinen, Supernatural, Survival",4,dropped,8.09,613,30
15010,Gekiryuuchi,"Action, Drama, Martial Arts, Psychological, School, Seinen",5,completed,6.72,13687,2451
146875,Get Schooled,"Drama, School",6,on_hold,7.59,2393,1997
110727,Gigant,"Drama, Romance, Sci-Fi, Seinen",2,completed,5.95,20074,778
124145,Gilgamesh,"Action, Adventure, Fantasy",7,completed,7.76,1514,7484
25096,Gin no Saji,"Award Winning, Comedy, Drama, School, Shounen",5,dropped,8.33,279,420
44,Gintama,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Sci-Fi, Shounen",0,plan_to_read,8.64,80,153
98720,Goblin Slayer,"Action, Fantasy, Seinen",5,dropped,7.71,1756,180
106247,Goblin wa Mou Juubun ni Tsuyoi,"Comedy, Fantasy, Shounen",4,completed,6.68,14252,4299
147532,God of Blackfield,"Action, Reincarnation, School",6,on_hold,7.05,8398,2595
1092,Gokusen,"Action, Comedy, Delinquents, Josei, Organized Crime, Romance, School, Slice of Life, Workplace",3,dropped,8.05,676,1080
112922,Gokushufudou,"Adult Cast, Comedy, Organized Crime",7,reading,8.11,578,102
85968,Golden Kamuy,"Action, Adventure, Award Winning, Historical, Seinen",6,dropped,8.63,85,146
1470,Gon,"Action, Adventure, Award Winning, Drama, Seinen",7,completed,7.26,5367,1270
147530,Gosu,"Action, Adventure, Historical, Martial Arts",7,completed,7.9,1001,2820
70345,Grand Blue,"Comedy, Seinen",4,plan_to_read,9.03,12,48
11425,Grappler Baki,"Action, Gore, Martial Arts, Shounen",7,reading,7.72,1703,668
107909,Grashros,"Action, Seinen",4,completed,6.07,19779,2353
36099,Green Blood,"Action, Historical, Psychological, Seinen, Suspense",0,plan_to_read,7.58,2485,500
336,GTO,"Action, Award Winning, Comedy, Delinquents, Drama, Ecchi, School, Shounen, Workplace",3,dropped,8.87,26,56
128783,Gyakusatsu Happy End,"Horror, Mystery, Psychological, Supernatural, Suspense",0,plan_to_read,7.15,6877,1740
87637,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy, Isekai, Shounen",5,completed,7.2,6147,2678
35243,Haikyuu!!,"Award Winning, School, Shounen, Sports, Team Sports",7,completed,8.86,27,33
7,Hajime no Ippo,"Award Winning, Combat Sports, Shounen, Sports",0,plan_to_read,8.74,51,164
146944,Hardcore Leveling Warrior,"Action, Adventure, Fantasy, Video Game",0,plan_to_read,7.67,1910,2581
147572,Heavenly Demon Reborn!,"Action, Fantasy, Martial Arts, Reincarnation",6,completed,7.59,2394,2618
162325,Heavenly Grand Archive's Young Master,"Action, Fantasy, Martial Arts",5,on_hold,7.23,5748,6603
151667,Hectopascal,Action,4,dropped,7.14,7032,6194
77637,Helck,"Action, Fantasy",8,completed,8.15,519,430
61583,Hellper,"Action, Fantasy, Supernatural",8,completed,7.93,935,1460
267,Hellsing,"Action, Adult Cast, Gore, Historical, Horror, Seinen, Supernatural, Vampire",0,plan_to_read,8.28,342,148
151242,Helmut,"Action, Fantasy",3,dropped,7.21,6055,2696
176511,"Henkyou Mob Kizoku no Uchi ni Totsuidekita Akuyaku Reijou ga, Mechakucha Dekiru Ii Yome Nanda ga?","Fantasy, Isekai, Reincarnation, Romance",4,dropped,7.01,8988,10163
147290,Hero Killer,"Action, Super Power",6,dropped,7.62,2232,2177
1325,Hi no Tori (1967),"Drama, Fantasy, Historical, Psychological, Romance, Sci-Fi, Shounen, Space, Supernatural",7,completed,8.55,124,799
35719,Hibi Chouchou,"Romance, School, Shoujo",4,dropped,7.52,2913,216
116766,Hige wo Soru. Soshite Joshikousei wo Hirou.,"Drama, Romance, Shounen",2,dropped,7.2,6169,382
12200,High School Musical,"Comedy, Romance, School, Shoujo",3,completed,2.46,20689,7756
36413,Hinamatsuri,"Childcare, Comedy, Organized Crime, Seinen, Supernatural",9,completed,8.46,181,308
137303,Hirayasumi,"Seinen, Slice of Life",8,reading,8.53,140,1058
143305,Hiroware Koneko to Moto Yakuza,"Comedy, Pets",5,completed,7.17,6540,11494
148050,His Majesty's Secret Heroine,"Action, Adventure, Crossdressing, Fantasy, Romance",4,completed,7.03,8593,15684
2924,Historie,"Action, Adventure, Award Winning, Historical, Seinen",0,plan_to_read,8.19,463,733
147643,Hoarding in Hell,"Action, Fantasy, Isekai",5,dropped,6.68,14173,4167
1149,Hokuto no Ken,"Action, Drama, Martial Arts, Sci-Fi, Shounen",0,plan_to_read,8.09,617,376
3285,Holyland,"Action, Delinquents, Martial Arts, Psychological, Seinen",7,reading,8.44,197,174
936,Homunculus,"Drama, Horror, Mystery, Psychological, Seinen, Supernatural",7,completed,8.34,274,79
42451,Horimiya,"Romance, School, Shounen",5,completed,8.41,210,16
21467,Hoshi Mamoru Inu,"Pets, Seinen, Slice of Life",0,plan_to_read,8.14,536,966
366,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Seinen",5,completed,7.8,1357,795
44489,Houseki no Kuni,"Action, Anthropomorphic, Drama, Fantasy, Seinen",0,plan_to_read,8.97,15,80
151440,How to Live as a Villain,"Action, Fantasy, Isekai, Psychological, Survival",3,dropped,6.93,10228,3721
147318,How to Use a Returner,"Action, Adventure, Fantasy, Isekai",3,dropped,7.64,2108,1519
26,Hunter x Hunter,"Action, Adventure, Fantasy, Shounen",8,reading,8.76,48,22
14440,I Am a Hero,"Award Winning, Drama, Gore, Horror, Psychological, Seinen",0,plan_to_read,7.65,2056,133
153199,I Only Want to Beat You,"Comedy, Love Status Quo, Romance, School",6,completed,7.74,1586,7180
147822,I Stan the Prince,"Comedy, Fantasy, Romance",4,dropped,7.54,2765,4726
